date,equipment_id,equipment_type,model,year,status,operating_hours,daily_hours_worked,fuel_consumption_lh,productivity_score,location,maintenance_cost_usd,downtime_hours,operator_id,equipment_age,utilization_rate,fuel_efficiency,maintenance_due_soon,health_score,hours_category,downtime_ratio,cumulative_hours,days_since_maintenance,equipment_id_encoded,equipment_type_encoded,model_encoded,status_encoded,location_encoded,operator_id_encoded,hours_category_encoded
2025-08-26,EQ-001,Excavator,Hitachi EX1200,2018,Breakdown,5970,0,0.7244885350408863,-0.6831039168208598,Pit C,-0.4523623898097382,2,OP-016,0.40766598041790636,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.4589980990505188,Low,-0.2989578805064374,10,11,0,1,6,0,2,15,1
2025-08-27,EQ-001,Excavator,Hitachi EX1200,2018,Breakdown,6028,0,1.2172950455296292,-0.6831039168208598,Workshop,-0.4523623898097382,1,OP-016,0.40766598041790636,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.39919038084355135,Low,-0.44537294986384374,10,12,0,1,6,0,5,15,1
2025-08-28,EQ-001,Excavator,Hitachi EX1200,2018,Breakdown,6107,0,0.48634460678794655,-0.6831039168208598,Pit C,-0.4523623898097382,2,OP-016,0.40766598041790636,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.4589980990505188,Low,-0.2989578805064374,10,13,0,1,6,0,2,15,1
2025-08-29,EQ-001,Excavator,Hitachi EX1200,2018,Breakdown,6098,0,-0.8957161097782486,-0.6831039168208598,ROM,-0.4523623898097382,6,OP-016,0.40766598041790636,-0.5520520622440328,-0.5732389368585266,1.61245154965971,-0.6982289718783887,Low,0.28670239692318794,10,14,0,1,6,0,3,15,1
2025-08-30,EQ-001,Excavator,Hitachi EX1200,2018,Breakdown,6010,0,-1.5991354585484931,-0.6831039168208598,Pit A,-0.4523623898097382,19,OP-016,0.40766598041790636,-0.5520520622440328,-0.5732389368585266,1.61245154965971,-1.475729308568966,Low,2.1900982985694704,10,15,0,1,6,0,0,15,1
2025-08-31,EQ-001,Excavator,Hitachi EX1200,2018,Breakdown,6212,0,0.8924281838666592,-0.6831039168208598,Workshop,-0.4523623898097382,12,OP-016,0.40766598041790636,-0.5520520622440328,-0.5732389368585266,1.61245154965971,-1.0570752811201936,Low,1.1651928130676261,10,16,0,1,6,0,5,15,1
2025-09-01,EQ-001,Excavator,Hitachi EX1200,2018,Breakdown,6200,0,-0.6906094894910343,-0.6831039168208598,Stockpile,-0.4523623898097382,5,OP-016,0.40766598041790636,-0.5520520622440328,-0.5732389368585266,1.61245154965971,-0.6384212536714212,Low,0.14028732756578166,10,17,0,1,6,0,4,15,1
2025-09-02,EQ-001,Excavator,Hitachi EX1200,2018,Breakdown,6274,0,1.0713802686810072,-0.6831039168208598,Workshop,-0.4523623898097382,6,OP-016,0.40766598041790636,-0.5520520622440328,-0.5732389368585266,1.61245154965971,-0.6982289718783887,Low,0.28670239692318794,10,18,0,1,6,0,5,15,1
2025-09-03,EQ-001,Excavator,Hitachi EX1200,2018,Standby,6240,0,1.2544620169910705,-0.6831039168208598,ROM,-0.4523623898097382,0,OP-016,0.40766598041790636,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.33938266263658384,Low,-0.59178801922125,10,19,0,1,6,3,3,15,1
2025-09-04,EQ-001,Excavator,Hitachi EX1200,2018,Standby,6240,0,-0.8681850198068104,-0.6831039168208598,Pit C,-0.4523623898097382,0,OP-016,0.40766598041790636,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.33938266263658384,Low,-0.59178801922125,10,20,0,1,6,3,2,15,1
2025-09-05,EQ-001,Excavator,Hitachi EX1200,2018,Standby,6028,0,-0.8337711573425127,-0.6831039168208598,Workshop,-0.4523623898097382,0,OP-016,0.40766598041790636,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.33938266263658384,Low,-0.59178801922125,10,21,0,1,6,3,5,15,1
2025-09-06,EQ-001,Excavator,Hitachi EX1200,2018,Standby,6036,0,-0.7897214133882116,-0.6831039168208598,Pit B,-0.4523623898097382,0,OP-016,0.40766598041790636,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.33938266263658384,Low,-0.59178801922125,10,22,0,1,6,3,1,15,1
2025-09-07,EQ-001,Excavator,Hitachi EX1200,2018,Standby,6090,0,0.6350124926337123,-0.6831039168208598,Stockpile,-0.4523623898097382,0,OP-016,0.40766598041790636,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.33938266263658384,Low,-0.59178801922125,10,23,0,1,6,3,4,15,1
2025-09-08,EQ-001,Excavator,Hitachi EX1200,2018,Standby,6292,0,-0.4359469072552314,-0.6831039168208598,Pit A,-0.4523623898097382,0,OP-016,0.40766598041790636,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.33938266263658384,Low,-0.59178801922125,10,24,0,1,6,3,0,15,1
2025-09-09,EQ-001,Excavator,Hitachi EX1200,2018,Standby,6310,0,1.101664467649589,-0.6831039168208598,Pit A,-0.4523623898097382,0,OP-016,0.40766598041790636,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.33938266263658384,Low,-0.59178801922125,10,25,0,1,6,3,0,15,1
2025-09-10,EQ-001,Excavator,Hitachi EX1200,2018,Standby,6354,0,0.6240000566451372,-0.6831039168208598,Pit C,-0.4523623898097382,0,OP-016,0.40766598041790636,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.33938266263658384,Low,-0.59178801922125,10,26,0,1,6,3,2,15,1
2025-09-11,EQ-001,Excavator,Hitachi EX1200,2018,Standby,6292,0,0.66942635509801,-0.6831039168208598,Pit B,-0.4523623898097382,0,OP-016,0.40766598041790636,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.33938266263658384,Low,-0.59178801922125,10,27,0,1,6,3,1,15,1
2025-09-12,EQ-001,Excavator,Hitachi EX1200,2018,Standby,6476,0,1.310900751432519,-0.6831039168208598,Pit C,-0.4523623898097382,0,OP-016,0.40766598041790636,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.33938266263658384,Low,-0.59178801922125,10,28,0,1,6,3,2,15,1
2025-09-13,EQ-001,Excavator,Hitachi EX1200,2018,Standby,6092,0,-0.8750677922996699,-0.6831039168208598,ROM,-0.4523623898097382,0,OP-016,0.40766598041790636,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.33938266263658384,Low,-0.59178801922125,10,29,0,1,6,3,3,15,1
2025-09-14,EQ-001,Excavator,Hitachi EX1200,2018,Standby,6160,0,0.7024636630637359,-0.6831039168208598,Pit C,-0.4523623898097382,0,OP-016,0.40766598041790636,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.33938266263658384,Low,-0.59178801922125,10,30,0,1,6,3,2,15,1
2025-09-15,EQ-001,Excavator,Hitachi EX1200,2018,Standby,6108,0,-1.1517552465126233,-0.6831039168208598,ROM,-0.4523623898097382,0,OP-016,0.40766598041790636,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.33938266263658384,Low,-0.59178801922125,10,31,0,1,6,3,3,15,1
2025-09-16,EQ-001,Excavator,Hitachi EX1200,2018,Standby,6372,0,-1.689988055454239,-0.6831039168208598,ROM,-0.4523623898097382,0,OP-016,0.40766598041790636,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.33938266263658384,Low,-0.59178801922125,10,32,0,1,6,3,3,15,1
2025-09-17,EQ-001,Excavator,Hitachi EX1200,2018,Standby,6124,0,-1.645938311499938,-0.6831039168208598,ROM,-0.4523623898097382,0,OP-016,0.40766598041790636,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.33938266263658384,Low,-0.59178801922125,10,33,0,1,6,3,3,15,1
2025-09-18,EQ-001,Excavator,Hitachi EX1200,2018,Standby,6132,0,-0.6479363000353052,-0.6831039168208598,Workshop,-0.4523623898097382,0,OP-016,0.40766598041790636,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.33938266263658384,Low,-0.59178801922125,10,34,0,1,6,3,5,15,1
2025-09-19,EQ-001,Excavator,Hitachi EX1200,2018,Standby,6315,0,-0.3547301918394888,-0.6831039168208598,ROM,-0.4523623898097382,0,OP-016,0.40766598041790636,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.33938266263658384,Low,-0.59178801922125,10,35,0,1,6,3,3,15,1
2025-09-20,EQ-001,Excavator,Hitachi EX1200,2018,Standby,6652,0,-0.013344676193655987,-0.6831039168208598,Stockpile,-0.4523623898097382,0,OP-016,0.40766598041790636,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.33938266263658384,Low,-0.59178801922125,10,36,0,1,6,3,4,15,1
2025-09-21,EQ-001,Excavator,Hitachi EX1200,2018,Standby,6711,0,-1.098069621068319,-0.6831039168208598,Workshop,-0.4523623898097382,0,OP-016,0.40766598041790636,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.33938266263658384,Low,-0.59178801922125,10,37,0,1,6,3,5,15,1
2025-09-22,EQ-001,Excavator,Hitachi EX1200,2018,Standby,6316,0,1.4870997272497235,-0.6831039168208598,Pit A,-0.4523623898097382,0,OP-016,0.40766598041790636,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.33938266263658384,Low,-0.59178801922125,10,38,0,1,6,3,0,15,1
2025-09-23,EQ-001,Excavator,Hitachi EX1200,2018,Standby,6640,0,-0.38226128181092695,-0.6831039168208598,Pit A,-0.4523623898097382,0,OP-016,0.40766598041790636,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.33938266263658384,Low,-0.59178801922125,10,39,0,1,6,3,0,15,1
2025-09-24,EQ-001,Excavator,Hitachi EX1200,2018,Standby,6540,0,1.4926059452440108,-0.6831039168208598,ROM,-0.4523623898097382,0,OP-016,0.40766598041790636,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.33938266263658384,Low,-0.59178801922125,10,40,0,1,6,3,3,15,1
2025-09-25,EQ-001,Excavator,Hitachi EX1200,2018,Standby,6598,0,-0.6919860439896063,-0.6831039168208598,Pit B,-0.4523623898097382,0,OP-016,0.40766598041790636,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.33938266263658384,Low,-0.59178801922125,10,41,0,1,6,3,1,15,1
2025-09-26,EQ-001,Excavator,Hitachi EX1200,2018,Standby,6700,0,-0.6878563804938905,-0.6831039168208598,Pit B,-0.4523623898097382,0,OP-016,0.40766598041790636,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.33938266263658384,Low,-0.59178801922125,10,42,0,1,6,3,1,15,1
2025-09-27,EQ-001,Excavator,Hitachi EX1200,2018,Standby,6548,0,0.4533072988222207,-0.6831039168208598,Workshop,-0.4523623898097382,0,OP-016,0.40766598041790636,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.33938266263658384,Low,-0.59178801922125,10,43,0,1,6,3,5,15,1
2025-09-28,EQ-001,Excavator,Hitachi EX1200,2018,Standby,6476,0,-1.6129010035342122,-0.6831039168208598,Pit B,-0.4523623898097382,0,OP-016,0.40766598041790636,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.33938266263658384,Low,-0.59178801922125,10,44,0,1,6,3,1,15,1
2025-09-29,EQ-001,Excavator,Hitachi EX1200,2018,Standby,6850,0,1.6715580300583586,-0.6831039168208598,ROM,-0.4523623898097382,0,OP-016,0.40766598041790636,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.33938266263658384,Low,-0.59178801922125,10,45,0,1,6,3,3,15,1
2025-09-30,EQ-001,Excavator,Hitachi EX1200,2018,Maintenance,6366,0,-1.5743574775741989,-0.6831039168208598,ROM,0.5536367379727286,4,OP-016,0.40766598041790636,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.5786135354644537,Low,-0.006127741791624744,10,46,0,1,6,1,3,15,1
2025-10-01,EQ-001,Excavator,Hitachi EX1200,2018,Maintenance,6377,0,1.1897639555581911,-0.6831039168208598,Workshop,1.2203989057643194,2,OP-016,0.40766598041790636,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.4589980990505188,Low,-0.2989578805064374,10,47,0,1,6,1,5,15,1
2025-10-02,EQ-001,Excavator,Hitachi EX1200,2018,Maintenance,6868,0,-1.5660981505827674,-0.6831039168208598,Pit C,1.6383873028959346,22,OP-016,0.40766598041790636,-0.5520520622440328,-0.5732389368585266,1.61245154965971,-1.6551524631898684,Low,2.629343506641689,10,48,0,1,6,1,2,15,1
2025-10-03,EQ-001,Excavator,Hitachi EX1200,2018,Operational,6938,8,0.6611670281065786,1.0627371111851383,Pit B,-0.4523623898097382,0,OP-001,0.40766598041790636,0.8955138915612612,0.33860215084912476,-0.6201736729460423,0.9409809687381762,Low,-0.59178801922125,18,49,0,1,6,2,1,0,1
2025-10-04,EQ-001,Excavator,Hitachi EX1200,2018,Operational,6860,0,1.5779523241554687,1.649903376209577,Stockpile,-0.4523623898097382,0,OP-022,0.40766598041790636,-0.5520520622440328,0.3651473094197163,-0.6201736729460423,1.371596539828342,Low,-0.59178801922125,18,50,0,1,6,2,4,21,1
2025-10-05,EQ-001,Excavator,Hitachi EX1200,2018,Maintenance,6727,0,-0.4827497602066763,-0.6831039168208598,Stockpile,2.476787218301957,13,OP-016,0.40766598041790636,-0.5520520622440328,-0.5732389368585266,1.61245154965971,-1.1168829993271612,Low,1.3116078824250321,18,51,0,1,6,1,4,15,1
2025-10-06,EQ-001,Excavator,Hitachi EX1200,2018,Maintenance,6484,0,-0.07666618312796365,-0.6831039168208598,Pit B,2.219936377166008,15,OP-016,0.40766598041790636,-0.5520520622440328,-0.5732389368585266,1.61245154965971,-1.236498435741096,Low,1.604438021139845,18,52,0,1,6,1,1,15,1
2025-10-07,EQ-001,Excavator,Hitachi EX1200,2018,Maintenance,6761,0,0.41201066386506346,-0.6831039168208598,Stockpile,0.6982162994926496,19,OP-016,0.40766598041790636,-0.5520520622440328,-0.5732389368585266,1.61245154965971,-1.475729308568966,Low,2.1900982985694704,18,53,0,1,6,1,4,15,1
2025-10-08,EQ-001,Excavator,Hitachi EX1200,2018,Maintenance,6508,0,0.6460249286222877,-0.6831039168208598,Pit B,3.2174545809487025,19,OP-016,0.40766598041790636,-0.5520520622440328,-0.5732389368585266,1.61245154965971,-1.475729308568966,Low,2.1900982985694704,18,54,0,1,6,1,1,15,1
2025-10-09,EQ-001,Excavator,Hitachi EX1200,2018,Maintenance,6410,0,1.1168065671338798,-0.6831039168208598,Workshop,2.7792735076271544,0,OP-016,0.40766598041790636,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.33938266263658384,Low,-0.59178801922125,18,55,0,1,6,1,5,15,1
2025-10-10,EQ-001,Excavator,Hitachi EX1200,2018,Maintenance,7092,0,-0.40979237178236505,-0.6831039168208598,Stockpile,3.1601073805692925,2,OP-016,0.40766598041790636,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.4589980990505188,Low,-0.2989578805064374,18,56,0,1,6,1,4,15,1
2025-10-11,EQ-001,Excavator,Hitachi EX1200,2018,Maintenance,7057,0,1.0947816951567295,-0.6831039168208598,Pit A,1.1525515137661444,3,OP-016,0.40766598041790636,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.5188058172574863,Low,-0.15254281114903104,18,57,0,1,6,1,0,15,1
2025-10-12,EQ-001,Excavator,Hitachi EX1200,2018,Standby,6788,0,1.057614723695288,-0.6831039168208598,Pit A,-0.4523623898097382,0,OP-016,0.40766598041790636,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.33938266263658384,Low,-0.59178801922125,18,58,0,1,6,3,0,15,1
2025-10-13,EQ-001,Excavator,Hitachi EX1200,2018,Standby,6450,0,-0.28727902140946565,-0.6831039168208598,Pit B,-0.4523623898097382,0,OP-016,0.40766598041790636,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.33938266263658384,Low,-0.59178801922125,18,59,0,1,6,3,1,15,1
2025-10-14,EQ-001,Excavator,Hitachi EX1200,2018,Standby,7000,0,-0.23221684146658933,-0.6831039168208598,Stockpile,-0.4523623898097382,0,OP-016,0.40766598041790636,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.33938266263658384,Low,-0.59178801922125,18,60,0,1,6,3,4,15,1
2025-10-15,EQ-001,Excavator,Hitachi EX1200,2018,Standby,6531,0,1.136078330113887,-0.6831039168208598,ROM,-0.4523623898097382,0,OP-016,0.40766598041790636,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.33938266263658384,Low,-0.59178801922125,18,61,0,1,6,3,3,15,1
2025-10-16,EQ-001,Excavator,Hitachi EX1200,2018,Standby,6480,0,-1.394028838261279,-0.6831039168208598,Workshop,-0.4523623898097382,0,OP-016,0.40766598041790636,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.33938266263658384,Low,-0.59178801922125,18,62,0,1,6,3,5,15,1
2025-10-17,EQ-001,Excavator,Hitachi EX1200,2018,Standby,6616,0,-1.3926522837627069,-0.6831039168208598,Workshop,-0.4523623898097382,0,OP-016,0.40766598041790636,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.33938266263658384,Low,-0.59178801922125,18,63,0,1,6,3,5,15,1
2025-10-18,EQ-001,Excavator,Hitachi EX1200,2018,Standby,6884,0,-1.316941786341252,-0.6831039168208598,Stockpile,-0.4523623898097382,0,OP-016,0.40766598041790636,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.33938266263658384,Low,-0.59178801922125,18,64,0,1,6,3,4,15,1
2025-10-19,EQ-001,Excavator,Hitachi EX1200,2018,Standby,6770,0,0.17111362661497967,-0.6831039168208598,Pit C,-0.4523623898097382,0,OP-016,0.40766598041790636,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.33938266263658384,Low,-0.59178801922125,18,65,0,1,6,3,2,15,1
2025-10-20,EQ-001,Excavator,Hitachi EX1200,2018,Standby,7180,0,1.1773749650710443,-0.6831039168208598,ROM,-0.4523623898097382,0,OP-016,0.40766598041790636,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.33938266263658384,Low,-0.59178801922125,18,66,0,1,6,3,3,15,1
2025-10-21,EQ-001,Excavator,Hitachi EX1200,2018,Standby,6664,0,0.05823615773208343,-0.6831039168208598,ROM,-0.4523623898097382,0,OP-016,0.40766598041790636,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.33938266263658384,Low,-0.59178801922125,18,67,0,1,6,3,3,15,1
2025-10-22,EQ-001,Excavator,Hitachi EX1200,2018,Standby,7356,0,1.4155188933239835,-0.6831039168208598,Stockpile,-0.4523623898097382,0,OP-016,0.40766598041790636,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.33938266263658384,Low,-0.59178801922125,18,68,0,1,6,3,4,15,1
2025-10-23,EQ-001,Excavator,Hitachi EX1200,2018,Standby,6757,0,0.718982317046599,-0.6831039168208598,Pit B,-0.4523623898097382,0,OP-016,0.40766598041790636,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.33938266263658384,Low,-0.59178801922125,18,69,0,1,6,3,1,15,1
2025-10-24,EQ-001,Excavator,Hitachi EX1200,2018,Standby,7190,0,0.2592131145235818,-0.6831039168208598,Workshop,-0.4523623898097382,0,OP-016,0.40766598041790636,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.33938266263658384,Low,-0.59178801922125,18,70,0,1,6,3,5,15,1
2025-10-25,EQ-001,Excavator,Hitachi EX1200,2018,Standby,7280,0,-0.8902098917839608,-0.6831039168208598,Pit A,-0.4523623898097382,0,OP-016,0.40766598041790636,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.33938266263658384,Low,-0.59178801922125,18,71,0,1,6,3,0,15,1
2025-10-26,EQ-001,Excavator,Hitachi EX1200,2018,Standby,6796,0,1.0521085057010005,-0.6831039168208598,Stockpile,-0.4523623898097382,0,OP-016,0.40766598041790636,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.33938266263658384,Low,-0.59178801922125,18,72,0,1,6,3,4,15,1
2025-10-27,EQ-001,Excavator,Hitachi EX1200,2018,Maintenance,6736,0,-1.5578388235913359,-0.6831039168208598,Stockpile,1.7074462554655057,3,OP-016,0.40766598041790636,-0.5520520622440328,-0.5732389368585266,-0.6201736729460423,-0.5188058172574863,Low,-0.15254281114903104,18,73,0,1,6,1,4,15,1
2025-10-28,EQ-001,Excavator,Hitachi EX1200,2018,Maintenance,7414,0,-0.6947391529867502,-0.6831039168208598,Pit A,3.419785196371832,21,OP-016,0.40766598041790636,-0.5520520622440328,-0.5732389368585266,1.61245154965971,-1.5953447449829008,Low,2.482928437284283,18,74,0,1,6,1,0,15,1
2025-10-29,EQ-001,Excavator,Hitachi EX1200,2018,Operational,7285,9,1.5628102246711784,1.78038476843723,Workshop,-0.4523623898097382,0,OP-024,0.40766598041790636,1.0764596357869232,0.4214064614935648,-0.6201736729460423,1.46728888895949,Low,-0.59178801922125,27,75,0,1,6,2,5,23,1
2025-10-30,EQ-001,Excavator,Hitachi EX1200,2018,Operational,7152,17,-0.7924745223853554,1.3236998956404442,Workshop,-0.4523623898097382,0,OP-064,0.40766598041790636,2.5240255895922177,1.4168893993354337,-0.6201736729460423,1.132365667000472,Low,-0.59178801922125,44,76,0,1,6,2,5,63,1
2025-10-31,EQ-001,Excavator,Hitachi EX1200,2018,Maintenance,7092,0,-0.6424300820410175,-0.6831039168208598,Workshop,0.6699465528267432,15,OP-016,0.40766598041790636,-0.5520520622440328,-0.5732389368585266,1.61245154965971,-1.236498435741096,Low,1.604438021139845,44,77,0,1,6,1,5,15,1
2025-11-01,EQ-001,Excavator,Hitachi EX1200,2018,Maintenance,7654,0,0.29225042248930766,-0.6831039168208598,Pit A,-0.44872770809555024,23,OP-016,0.40766598041790636,-0.5520520622440328,-0.5732389368585266,1.61245154965971,-1.7149601813968358,Low,2.7757585759990957,44,78,0,1,6,1,0,15,1
2025-11-02,EQ-001,Excavator,Hitachi EX1200,2018,Maintenance,6887,0,1.0810161501710103,-0.6831039168208598,Pit A,2.555942508966494,21,OP-016,0.40766598041790636,-0.5520520622440328,-0.5732389368585266,1.61245154965971,-1.5953447449829008,Low,2.482928437284283,44,79,0,1,6,1,0,15,1
2025-11-03,EQ-001,Excavator,Hitachi EX1200,2018,Operational,7140,2,-1.246737506914085,1.026202321361395,ROM,-0.4523623898097382,0,OP-092,0.40766598041790636,-0.19016057379270934,1.7838566852793094,-0.6201736729460423,0.9141871109814547,Low,-0.59178801922125,46,80,0,1,6,2,3,91,1
2025-11-04,EQ-001,Excavator,Hitachi EX1200,2018,Operational,6832,4,0.8979344018609469,1.3393576627077626,Stockpile,-0.4523623898097382,0,OP-078,0.40766598041790636,0.17173091465861415,0.40747092361963866,-0.6201736729460423,1.1438487488962097,Low,-0.59178801922125,50,81,0,1,6,2,4,77,1
2025-11-05,EQ-001,Excavator,Hitachi EX1200,2018,Operational,6516,16,0.8965578473623746,1.0522985998069259,Pit B,-0.4523623898097382,0,OP-034,0.40766598041790636,2.3430798453665553,0.2686237332254389,-0.6201736729460423,0.9333255808076838,Low,-0.59178801922125,66,82,0,1,6,2,1,33,1
2025-11-06,EQ-001,Excavator,Hitachi EX1200,2018,Operational,7437,4,-1.4036647197512824,1.6942670495669787,Pit A,-0.4523623898097382,0,OP-047,0.40766598041790636,0.17173091465861415,3.2163631442467153,-0.6201736729460423,1.404131938532932,Low,-0.59178801922125,70,83,0,1,6,2,0,46,1
2025-11-07,EQ-001,Excavator,Hitachi EX1200,2018,Operational,7036,5,0.4161403273607793,1.8586736037738218,Pit B,-0.4523623898097382,0,OP-098,0.40766598041790636,0.35267665888427613,0.8694165030585588,-0.6201736729460423,1.524704298438179,Low,-0.59178801922125,75,84,0,1,6,2,1,97,1
