date,coal_mined_ton,coal_hauled_ton,coal_stockpiled_ton,coal_shipped_ton,overburden_removed_bcm,strip_ratio,active_pits,working_hours,rain_delay_hours,blast_events,safety_incidents,workforce_present,average_ore_grade_pct,ash_content_pct,moisture_content_pct,operational_efficiency_pct,haul_efficiency_pct,year,month,day_of_week,is_weekend,week_of_year,overall_efficiency,production_rate_tph,ob_efficiency,cumulative_production,production_ma7,production_ma30,production_std7,weather_delay_ratio,target_achievement_pct,production_lag1,production_lag7,production_momentum,quality_consistency
2023-11-24,12301,11077,1979,5530,27936,7.95,2,20,1,2,0,545,6058.0,10.8,12.5,79.2,90.0495894642712,2023,11,4,0,47,84.6247947321356,615.05,1396.8,126741,11697.714285714286,11521.90909090909,864.4419614768275,0.05,102.50833333333334,12126.0,12126.0,175.0,93.5784894834493
2023-11-25,10280,9455,1909,7554,22280,6.94,2,20,0,1,0,503,5533.0,10.4,17.1,83.3,91.97470817120622,2023,11,5,1,47,87.6373540856031,514.0,1114.0,137021,11571.142857142857,11418.416666666666,1008.1840818308644,0.0,85.66666666666667,12301.0,11166.0,-2021.0,93.5784894834493
2023-11-26,11701,11027,1229,5791,24925,7.23,4,20,2,0,0,473,5970.0,14.9,15.2,75.0,94.23980856337066,2023,11,6,1,47,84.61990428168534,585.05,1246.25,148722,11615.857142857143,11440.153846153846,1005.6454691012185,0.1,97.50833333333333,10280.0,11388.0,1421.0,93.5784894834493
2023-11-27,12153,11713,1724,9339,19282,7.06,2,20,3,2,0,539,6012.0,9.6,17.2,70.8,96.37949477495269,2023,11,0,0,48,83.58974738747634,607.65,964.1,160875,11909.57142857143,11491.07142857143,757.8099711543472,0.15,101.275,11701.0,10097.0,452.0,93.5784894834493
2023-11-28,10015,9567,1050,2385,26111,6.91,2,18,1,2,0,491,5758.0,12.6,18.5,70.8,95.52670993509736,2023,11,1,0,48,83.16335496754868,556.3888888888889,1450.611111111111,170890,11570.42857142857,11392.666666666666,1000.0066428350798,0.05555555555555555,83.45833333333333,12153.0,12389.0,-2138.0,93.5784894834493
2023-11-29,11283,10632,501,5423,29589,9.19,2,20,0,0,0,497,6347.0,14.0,15.2,83.3,94.23025791013029,2023,11,2,0,48,88.76512895506514,564.15,1479.45,182173,11408.42857142857,11385.8125,929.3639145750641,0.0,94.025,10015.0,12417.0,1268.0,93.5784894834493
2023-11-30,12391,11995,1943,9637,19199,8.32,4,23,0,2,1,595,5661.0,11.8,17.5,95.8,96.80413203131305,2023,11,3,0,48,96.30206601565652,538.7391304347826,834.7391304347826,194564,11446.285714285714,11444.941176470587,968.0572838225565,0.0,103.25833333333334,11283.0,12126.0,1108.0,93.5784894834493
2023-12-01,12547,11517,660,5699,21944,7.98,4,20,0,0,0,564,6136.0,9.8,16.7,83.3,91.79086634255201,2023,12,4,0,48,87.545433171276,627.35,1097.2,207111,11481.42857142857,11506.166666666666,1007.9020880262228,0.0,104.55833333333334,12391.0,12301.0,156.0,93.77587566275443
2023-12-02,13724,12886,1806,225,19893,8.44,4,18,4,0,0,453,5524.0,12.5,13.4,58.3,93.89390848149228,2023,12,5,1,48,76.09695424074613,762.4444444444445,1105.1666666666667,220835,11973.42857142857,11622.894736842105,1153.7220718386282,0.2222222222222222,114.36666666666666,12547.0,10280.0,1177.0,93.77587566275443
2023-12-03,13585,13263,1896,1060,17327,7.49,3,22,2,0,0,516,5669.0,11.9,19.5,83.3,97.62973868237026,2023,12,6,1,48,90.46486934118514,617.5,787.5909090909091,234420,12242.57142857143,11721.0,1291.144693304207,0.09090909090909091,113.20833333333333,13724.0,11701.0,-139.0,93.77587566275443
2023-12-04,12705,12013,1125,7455,19014,9.47,3,20,1,1,0,553,6197.0,12.9,14.9,79.2,94.55332546241637,2023,12,0,0,49,86.87666273120819,635.25,950.7,247125,12321.42857142857,11767.857142857143,1301.5769739234074,0.05,105.87500000000001,13585.0,12153.0,-880.0,93.77587566275443
2023-12-05,11256,10859,1420,8716,21971,8.03,2,21,4,0,0,593,5551.0,14.2,12.2,70.8,96.4729921819474,2023,12,1,0,49,83.63649609097371,536.0,1046.2380952380952,258381,12498.714285714286,11744.59090909091,979.8069051749767,0.19047619047619047,93.8,12705.0,10015.0,-1449.0,93.77587566275443
2023-12-06,12283,11485,1353,4146,26928,6.97,3,22,5,1,0,498,5537.0,13.8,14.9,70.8,93.50321582675242,2023,12,2,0,49,82.15160791337621,558.3181818181819,1224.0,270664,12641.57142857143,11768.0,835.2488366035673,0.22727272727272727,102.35833333333333,11256.0,11283.0,1027.0,93.77587566275443
2023-12-07,10657,10036,1576,5691,18051,9.4,4,21,5,0,0,543,6041.0,12.5,17.8,66.7,94.17284414000187,2023,12,3,0,49,80.43642207000093,507.4761904761905,859.5714285714286,281321,12393.857142857143,11721.708333333334,1127.833088799256,0.23809523809523808,88.80833333333334,12283.0,12391.0,-1626.0,93.77587566275443
2023-12-08,13713,12908,1156,8311,15830,7.8,3,19,4,1,1,472,5928.0,12.8,12.5,62.5,94.12965798876978,2023,12,4,0,49,78.3148289943849,721.7368421052631,833.1578947368421,295034,12560.42857142857,11801.36,1235.2130527622671,0.21052631578947367,114.27499999999999,10657.0,12547.0,3056.0,93.77587566275443
2023-12-09,13494,12622,1619,7805,20237,8.64,2,22,0,0,0,518,6112.0,10.9,14.0,91.7,93.53786868237735,2023,12,5,1,49,92.61893434118868,613.3636363636364,919.8636363636364,308528,12527.57142857143,11866.461538461539,1201.7076540133544,0.0,112.45,13713.0,13724.0,-219.0,93.77587566275443
2023-12-10,11481,11028,1196,9435,20188,6.78,3,23,5,0,0,534,5973.0,9.2,15.5,75.0,96.05435066631827,2023,12,6,1,49,85.52717533315914,499.17391304347825,877.7391304347826,320009,12227.0,11852.185185185184,1155.3759849792025,0.21739130434782608,95.675,13494.0,13585.0,-2013.0,93.77587566275443
2023-12-11,11634,11043,1623,2849,26443,7.62,3,20,1,0,0,453,6116.0,14.6,19.6,79.2,94.92006188757091,2023,12,0,0,50,87.06003094378545,581.7,1322.15,331643,12074.0,11844.392857142857,1152.4368384717068,0.05,96.95,11481.0,12705.0,153.0,93.77587566275443
2023-12-12,13321,12667,1351,1687,25123,7.66,2,18,4,2,0,461,5886.0,14.7,19.2,58.3,95.0904586742737,2023,12,1,0,50,76.69522933713685,740.0555555555555,1395.7222222222222,344964,12369.0,11895.310344827587,1172.2751383527652,0.2222222222222222,111.00833333333333,11634.0,11256.0,1687.0,93.77587566275443
2023-12-13,10904,9874,1825,8945,17082,7.51,3,22,1,1,0,564,5782.0,8.8,17.6,87.5,90.55392516507703,2023,12,2,0,50,89.02696258253852,495.6363636363636,776.4545454545455,355868,12172.0,11862.266666666666,1298.2385502415682,0.045454545454545456,90.86666666666666,13321.0,12283.0,-2417.0,93.77587566275443
2023-12-14,12464,12092,1943,728,26540,9.4,3,22,0,2,1,485,5872.0,13.4,14.7,91.7,97.01540436456996,2023,12,3,0,50,94.35770218228498,566.5454545454545,1206.3636363636363,368332,12430.142857142857,11921.666666666666,1113.2620878258952,0.0,103.86666666666666,10904.0,10657.0,1560.0,93.77587566275443
2023-12-15,13550,13125,1892,3766,20644,8.72,4,18,5,0,0,533,6326.0,10.2,19.2,54.2,96.86346863468634,2023,12,4,0,50,75.53173431734317,752.7777777777778,1146.888888888889,381882,12406.857142857143,11978.7,1083.2571914633834,0.2777777777777778,112.91666666666667,12464.0,13713.0,1086.0,93.77587566275443
2023-12-16,11601,10450,1756,8082,19171,7.56,3,21,2,1,0,566,5592.0,12.2,16.4,79.2,90.07844151366261,2023,12,5,1,50,84.6392207568313,552.4285714285714,912.9047619047619,393483,12136.42857142857,12025.066666666668,999.6900948365358,0.09523809523809523,96.675,13550.0,13494.0,-1949.0,93.77587566275443
2023-12-17,10965,10698,1667,1062,17156,9.29,3,23,1,0,0,524,5617.0,9.0,18.1,91.7,97.56497948016415,2023,12,6,1,50,94.63248974008208,476.7391304347826,745.9130434782609,404448,12062.714285714286,11986.366666666667,1072.4507314690813,0.043478260869565216,91.375,11601.0,11481.0,-636.0,93.77587566275443
2023-12-18,12425,11283,1697,1191,21313,7.69,4,19,1,0,0,532,6081.0,14.0,19.0,75.0,90.80885311871228,2023,12,0,0,51,82.90442655935614,653.9473684210526,1121.7368421052631,416873,12175.714285714286,12028.333333333334,1061.3651137859679,0.05263157894736842,103.54166666666667,10965.0,11634.0,1460.0,93.77587566275443
2023-12-19,11052,10749,1824,9347,25019,7.63,4,20,4,1,0,539,5830.0,11.0,14.0,66.7,97.25841476655809,2023,12,1,0,51,81.97920738327905,552.6,1250.95,427925,11851.57142857143,12017.133333333333,997.8768890571037,0.2,92.10000000000001,12425.0,13321.0,-1373.0,93.77587566275443
2023-12-20,11658,11025,975,8647,28116,8.97,4,18,2,0,0,562,5583.0,11.7,15.5,66.7,94.57025218733916,2023,12,2,0,51,80.63512609366958,647.6666666666666,1562.0,439583,11959.285714285714,12069.166666666666,915.8703900817891,0.1111111111111111,97.15,11052.0,10904.0,606.0,93.77587566275443
2023-12-21,13087,12802,672,1852,19910,9.17,3,22,2,0,0,596,6469.0,11.7,17.0,83.3,97.82226637120807,2023,12,3,0,51,90.56113318560404,594.8636363636364,905.0,452670,12048.285714285714,12092.433333333332,999.5388460494676,0.09090909090909091,109.05833333333332,11658.0,12464.0,1429.0,93.77587566275443
2023-12-22,12704,11895,1896,8053,18330,9.2,2,20,3,1,1,551,5956.0,12.3,14.2,70.8,93.63192695214106,2023,12,4,0,51,82.21596347607053,635.2,916.5,465374,11927.42857142857,12102.0,823.3101596892975,0.15,105.86666666666666,13087.0,13550.0,-383.0,93.77587566275443
2023-12-23,10877,10192,1197,7483,15539,6.73,2,21,2,1,0,590,6411.0,13.8,19.6,79.2,93.70230762158684,2023,12,5,1,51,86.45115381079341,517.952380952381,739.952380952381,476251,11824.0,12060.366666666667,911.8662182579185,0.09523809523809523,90.64166666666667,12704.0,11601.0,-1827.0,93.77587566275443
2023-12-24,12812,12159,949,9,17871,9.13,4,22,4,2,0,567,6311.0,14.9,13.2,75.0,94.90321573524821,2023,12,6,1,51,84.9516078676241,582.3636363636364,812.3181818181819,489063,12087.857142857143,12077.4,888.8118339617635,0.18181818181818182,106.76666666666668,10877.0,10965.0,1935.0,93.77587566275443
2023-12-25,12338,11480,1326,6938,19784,9.01,3,18,2,2,0,504,6365.0,13.7,20.0,66.7,93.04587453396013,2023,12,0,0,52,79.87293726698007,685.4444444444445,1099.111111111111,501401,12075.42857142857,12146.0,883.9064537877389,0.1111111111111111,102.81666666666666,12812.0,12425.0,-474.0,93.77587566275443
2023-12-26,13787,13020,1496,3636,25916,8.77,4,18,4,1,0,450,6454.0,12.2,13.8,58.3,94.43678827881338,2023,12,1,0,52,76.36839413940669,765.9444444444445,1439.7777777777778,515188,12466.142857142857,12215.533333333333,957.5324935428938,0.2222222222222222,114.89166666666665,12338.0,11052.0,1449.0,93.77587566275443
2023-12-27,12618,11980,1871,7239,24766,8.51,3,23,5,2,0,461,6316.0,14.8,12.7,75.0,94.94373117768268,2023,12,2,0,52,84.97186558884134,548.6086956521739,1076.7826086956522,527806,12603.285714285714,12231.033333333333,888.7743834978031,0.21739130434782608,105.15,13787.0,11658.0,-1169.0,93.77587566275443
2023-12-28,13050,12360,1266,3374,26470,8.85,3,19,2,2,0,487,6108.0,12.5,16.4,70.8,94.71264367816093,2023,12,3,0,52,82.75632183908047,686.8421052631579,1393.157894736842,540856,12598.0,12332.2,885.5222564490753,0.10526315789473684,108.74999999999999,12618.0,13087.0,432.0,93.77587566275443
2023-12-29,10527,10086,748,4261,22648,8.85,3,19,2,0,0,581,5959.0,13.9,18.2,70.8,95.81077229980052,2023,12,4,0,52,83.30538614990026,554.0526315789474,1192.0,551383,12287.0,12307.0,1176.5525912597348,0.10526315789473684,87.725,13050.0,12704.0,-2523.0,93.77587566275443
2023-12-30,10438,9432,552,5569,19300,7.13,4,20,2,2,0,529,5652.0,9.0,17.1,75.0,90.36213834067829,2023,12,5,1,52,82.68106917033914,521.9,965.0,561821,12224.285714285714,12241.9,1272.0603646952325,0.1,86.98333333333333,10527.0,10877.0,-89.0,93.77587566275443
2023-12-31,10854,10068,1718,1887,18266,8.05,3,22,1,2,0,454,5845.0,10.4,12.3,87.5,92.7584300718629,2023,12,6,1,52,90.12921503593145,493.3636363636364,830.2727272727273,572675,11944.57142857143,12185.466666666667,1335.0043516961346,0.045454545454545456,90.45,10438.0,12812.0,416.0,93.77587566275443
2024-01-01,13088,12338,1023,2393,26309,7.59,3,19,4,2,0,496,6128.0,8.6,19.0,62.5,94.26955990220048,2024,1,0,0,1,78.38477995110024,688.8421052631579,1384.6842105263158,585763,12051.714285714286,12164.266666666666,1400.3395676627515,0.21052631578947367,109.06666666666666,10854.0,12338.0,2234.0,93.32232124035353
2024-01-02,14528,13146,1549,1276,20811,7.13,4,23,5,1,0,527,5963.0,13.2,12.3,75.0,90.4873348017621,2024,1,1,0,1,82.74366740088105,631.6521739130435,904.8260869565217,600291,12157.57142857143,12195.7,1570.9890575836662,0.21739130434782608,121.06666666666666,13088.0,13787.0,1440.0,93.32232124035353
2024-01-03,11941,11428,1418,2797,21506,8.1,2,19,1,1,0,464,5605.0,13.2,13.5,75.0,95.70387739720292,2024,1,2,0,1,85.35193869860146,628.4736842105264,1131.8947368421052,612232,12060.857142857143,12170.233333333334,1558.7106240491871,0.05263157894736842,99.50833333333333,14528.0,12618.0,-2587.0,93.32232124035353
2024-01-04,13147,12716,585,7641,15125,6.86,2,22,3,0,0,516,6149.0,11.4,16.7,79.2,96.72168555564006,2024,1,3,0,1,87.96084277782003,597.5909090909091,687.5,625379,12074.714285714286,12233.266666666666,1569.3645969293543,0.13636363636363635,109.55833333333334,11941.0,13050.0,1206.0,93.32232124035353
2024-01-05,13816,13050,1892,6891,21738,7.64,2,23,3,1,0,508,6487.0,12.2,13.9,83.3,94.45570353213665,2024,1,4,0,1,88.87785176606832,600.695652173913,945.1304347826087,639195,12544.57142857143,12284.366666666667,1520.3468745808023,0.13043478260869565,115.13333333333333,13147.0,10527.0,669.0,93.32232124035353
2024-01-06,11358,10361,1123,6986,18517,7.36,4,18,2,2,0,485,6497.0,14.3,16.6,66.7,91.2220461348829,2024,1,5,1,1,78.96102306744146,631.0,1028.7222222222222,650553,12676.0,12307.733333333334,1336.5454225976234,0.1111111111111111,94.65,13816.0,10438.0,-2458.0,93.32232124035353
2024-01-07,14515,13069,617,2551,29309,8.51,2,19,2,1,0,493,5705.0,14.8,17.7,70.8,90.03789183603169,2024,1,6,1,1,80.41894591801585,763.9473684210526,1542.578947368421,665068,13199.0,12334.466666666667,1215.569551006163,0.10526315789473684,120.95833333333333,11358.0,10854.0,3157.0,93.32232124035353
2024-01-08,11737,11254,639,2048,21233,8.8,3,22,5,2,0,526,6033.0,8.4,14.7,70.8,95.88480872454632,2024,1,0,0,2,83.34240436227316,533.5,965.1363636363636,676805,13006.0,12275.9,1337.2880517425278,0.22727272727272727,97.80833333333334,14515.0,13088.0,-2778.0,93.32232124035353
2024-01-09,11485,10394,671,7041,17060,8.55,2,22,0,0,0,592,5972.0,10.9,14.8,91.7,90.50065302568568,2024,1,1,0,2,91.10032651284284,522.0454545454545,775.4545454545455,688290,12571.285714285714,12276.033333333333,1251.9423195293646,0.0,95.70833333333333,11737.0,14528.0,-252.0,93.32232124035353
2024-01-10,14562,14073,735,1908,23567,9.47,3,21,2,2,0,513,6074.0,13.9,13.1,79.2,96.64194478780387,2024,1,2,0,2,87.92097239390193,693.4285714285714,1122.2380952380952,702852,12945.714285714286,12373.633333333333,1413.5335999173244,0.09523809523809523,121.35000000000001,11485.0,11941.0,3077.0,93.32232124035353
2024-01-11,14042,12864,1297,9506,19820,7.06,4,20,5,1,0,538,6377.0,10.7,18.5,62.5,91.6108816407919,2024,1,3,0,2,77.05544082039594,702.1,991.0,716894,13073.57142857143,12397.666666666666,1473.9605215363167,0.25,117.01666666666665,14562.0,13147.0,-520.0,93.32232124035353
2024-01-12,12664,11779,921,5984,20142,7.82,2,18,0,0,0,502,6406.0,12.4,12.9,75.0,93.01168667087808,2024,1,4,0,2,84.00584333543904,703.5555555555555,1119.0,729558,12909.0,12456.333333333334,1441.1985752606497,0.0,105.53333333333332,14042.0,13816.0,-1378.0,93.32232124035353
2024-01-13,14602,13875,1053,5567,22667,8.88,2,18,3,1,0,487,6252.0,12.9,18.2,62.5,95.02122996849747,2024,1,5,1,2,78.76061498424873,811.2222222222222,1259.2777777777778,744160,13372.42857142857,12527.6,1379.589656038204,0.16666666666666666,121.68333333333334,12664.0,11358.0,1938.0,93.32232124035353
2024-01-14,11518,10554,1016,1865,26104,6.81,2,21,4,2,0,454,5986.0,10.9,18.2,70.8,91.63049140475778,2024,1,6,1,2,81.2152457023789,548.4761904761905,1243.047619047619,755678,12944.285714285714,12459.866666666667,1430.028987385185,0.19047619047619047,95.98333333333333,14602.0,14515.0,-3084.0,93.32232124035353
2024-01-15,11012,10438,1815,793,25026,8.3,4,23,1,1,0,472,5962.0,14.6,13.2,91.7,94.78750454050126,2024,1,0,0,3,93.24375227025064,478.7826086956522,1088.0869565217392,766690,12840.714285714286,12440.233333333334,1553.0076962983467,0.043478260869565216,91.76666666666667,11518.0,11737.0,-506.0,93.32232124035353
2024-01-16,13233,12445,1484,7790,24831,9.12,2,22,1,0,0,571,5569.0,8.5,12.8,87.5,94.04519005516512,2024,1,1,0,3,90.77259502758255,601.5,1128.6818181818182,779923,13090.42857142857,12515.833333333334,1434.7138921683809,0.045454545454545456,110.27499999999999,11012.0,11485.0,2221.0,93.32232124035353
2024-01-17,14217,13831,1313,5732,18476,7.0,3,18,0,2,0,564,6091.0,10.8,12.4,75.0,97.28494056411338,2024,1,2,0,3,86.14247028205669,789.8333333333334,1026.4444444444443,794140,13041.142857142857,12575.566666666668,1380.6436214765204,0.0,118.475,13233.0,14562.0,984.0,93.32232124035353
2024-01-18,12262,11823,616,7970,23766,7.74,3,20,5,1,0,540,5952.0,9.6,15.6,62.5,96.41983363236014,2024,1,3,0,3,79.45991681618007,613.1,1188.3,806402,12786.857142857143,12615.9,1328.519279570481,0.25,102.18333333333334,14217.0,14042.0,-1955.0,93.32232124035353
2024-01-19,11510,10521,1703,3572,20975,7.43,2,20,5,1,0,498,5678.0,14.7,13.2,62.5,91.40747176368376,2024,1,4,0,3,76.95373588184188,575.5,1048.75,817912,12622.0,12610.966666666667,1415.085745340777,0.25,95.91666666666666,12262.0,12664.0,-752.0,93.32232124035353
2024-01-20,12569,11397,1883,6704,19422,8.29,2,23,2,2,0,511,5705.0,9.3,12.3,87.5,90.67547139788368,2024,1,5,1,3,89.08773569894184,546.4782608695652,844.4347826086956,830481,12331.57142857143,12593.7,1118.538757657038,0.08695652173913043,104.74166666666666,11510.0,14602.0,1059.0,93.32232124035353
2024-01-21,12791,12089,517,768,29925,8.64,3,19,5,0,0,512,5603.0,10.3,12.6,58.3,94.51176608552889,2024,1,6,1,3,76.40588304276444,673.2105263157895,1575.0,843272,12513.42857142857,12596.6,1066.493140647241,0.2631578947368421,106.59166666666667,12569.0,11518.0,222.0,93.32232124035353
2024-01-22,13880,12794,661,3451,27256,6.58,3,22,0,0,0,521,5604.0,13.6,13.4,91.7,92.17579250720462,2024,1,0,0,4,91.9378962536023,630.9090909090909,1238.909090909091,857152,12923.142857142857,12696.7,936.537493211281,0.0,115.66666666666667,12791.0,11012.0,1089.0,93.32232124035353
2024-01-23,13491,12398,1941,7970,17143,9.47,3,20,3,0,0,591,5793.0,14.3,12.1,70.8,91.89830257208509,2024,1,1,0,4,81.34915128604254,674.55,857.15,870643,12960.0,12719.333333333334,955.6460293086176,0.15,112.425,13880.0,13233.0,-389.0,93.32232124035353
2024-01-24,11295,10353,646,3695,18452,9.13,2,21,1,1,0,597,5836.0,13.8,14.9,83.3,91.66002656042497,2024,1,2,0,4,87.48001328021249,537.8571428571429,878.6666666666666,881938,12542.57142857143,12684.566666666668,953.2405882292339,0.047619047619047616,94.125,13491.0,14217.0,-2196.0,93.32232124035353
2024-01-25,11097,10724,1304,1279,29045,7.59,2,21,2,1,0,473,5614.0,12.0,19.9,79.2,96.63873118860954,2024,1,3,0,4,87.91936559430476,528.4285714285714,1383.095238095238,893035,12376.142857142857,12594.9,1100.687123054113,0.09523809523809523,92.475,11295.0,12262.0,-198.0,93.32232124035353
2024-01-26,12788,11695,1638,2573,27808,8.12,2,18,0,1,0,453,5632.0,14.3,17.5,75.0,91.45292461682828,2024,1,4,0,4,83.22646230841414,710.4444444444445,1544.888888888889,905823,12558.714285714286,12600.566666666668,1037.2374710877775,0.0,106.56666666666668,11097.0,11510.0,1691.0,93.32232124035353
2024-01-27,13608,13142,627,5475,23232,7.32,2,22,0,1,0,536,5607.0,9.0,14.1,91.7,96.57554379776602,2024,1,5,1,4,94.13777189888302,618.5454545454545,1056.0,919431,12707.142857142857,12619.166666666666,1110.693991546339,0.0,113.39999999999999,12788.0,12569.0,820.0,93.32232124035353
2024-01-28,11996,11499,1109,6136,23646,8.22,2,19,4,1,0,513,5854.0,14.7,13.5,62.5,95.85695231743915,2024,1,6,1,4,79.17847615871958,631.3684210526316,1244.5263157894738,931427,12593.57142857143,12668.133333333333,1140.9243120007052,0.21052631578947367,99.96666666666667,13608.0,12791.0,-1612.0,93.32232124035353
2024-01-29,11314,10880,528,8340,18850,7.37,2,20,2,1,0,560,6454.0,8.9,15.9,75.0,96.16404454657946,2024,1,0,0,5,85.58202227328974,565.7,942.5,942741,12227.0,12697.333333333334,1068.6464959626892,0.1,94.28333333333333,11996.0,13880.0,-682.0,93.32232124035353
2024-01-30,12009,11326,1990,1762,27112,7.99,2,20,1,0,0,522,5575.0,13.1,16.0,79.2,94.3125988841702,2024,1,1,0,5,86.7562994420851,600.45,1355.6,954750,12015.285714285714,12735.833333333334,911.783913414745,0.05,100.075,11314.0,13491.0,695.0,93.32232124035353
2024-01-31,13629,12740,1562,7970,27418,6.73,4,23,5,1,0,550,5592.0,14.4,13.1,75.0,93.47714432460195,2024,1,2,0,5,84.23857216230098,592.5652173913044,1192.0869565217392,968379,12348.714285714286,12753.866666666667,1024.2997143228656,0.21739130434782608,113.575,12009.0,11295.0,1620.0,93.32232124035353
2024-02-01,15390,14400,511,1341,26855,9.12,4,22,0,2,0,474,6403.0,12.5,17.5,91.7,93.56725146198829,2024,2,3,0,5,92.63362573099414,699.5454545454545,1220.6818181818182,983769,12962.0,12782.6,1375.0717557034352,0.0,128.25,13629.0,11097.0,1761.0,93.26297784821432
2024-02-02,11734,11189,1811,4873,28327,9.28,4,19,4,1,0,463,5621.0,13.1,13.5,62.5,95.35537753536731,2024,2,4,0,5,78.92768876768366,617.578947368421,1490.8947368421052,995503,12811.42857142857,12775.7,1452.8099046494742,0.21052631578947367,97.78333333333333,15390.0,12788.0,-3656.0,93.26297784821432
2024-02-03,11993,11198,1093,3294,20085,6.66,4,19,2,1,0,463,6096.0,9.6,13.0,70.8,93.37113316101059,2024,2,5,1,5,82.08556658050529,631.2105263157895,1057.1052631578948,1007496,12580.714285714286,12737.233333333334,1433.331517163854,0.10526315789473684,99.94166666666666,11734.0,13608.0,259.0,93.26297784821432
2024-02-04,11838,11313,1435,4278,22126,6.7,4,18,3,0,0,590,6126.0,14.2,16.9,62.5,95.56512924480487,2024,2,6,1,5,79.03256462240243,657.6666666666666,1229.2222222222222,1019334,12558.142857142857,12671.3,1445.2683059523838,0.16666666666666666,98.65,11993.0,11996.0,-155.0,93.26297784821432
2024-02-05,12472,11249,1693,545,25653,6.5,2,22,1,2,0,495,5851.0,13.4,15.2,87.5,90.19403463758819,2024,2,0,0,6,88.84701731879409,566.9090909090909,1166.0454545454545,1031806,12723.57142857143,12708.433333333332,1341.688346467843,0.045454545454545456,103.93333333333334,11838.0,11314.0,634.0,93.26297784821432
2024-02-06,13476,12804,1963,1771,24454,7.69,3,18,3,0,0,452,5967.0,10.1,18.8,62.5,95.013357079252,2024,2,1,0,6,78.756678539626,748.6666666666666,1358.5555555555557,1045282,12933.142857142857,12673.8,1325.9500277878012,0.16666666666666666,112.3,12472.0,12009.0,1004.0,93.26297784821432
